isInterpolated,useMicroData,CountryCode,CountryName,RegionCode,CoverageType,RequestYear,DataYear,DataType,PPP,PovertyLine,Mean,HeadCount,PovGap,PovGapSqr,Watts,Gini,Median,pr.mld,Polarization,ReqYearPopulation,SvyInfoID,Decile1,Decile2,Decile3,Decile4,Decile5,Decile6,Decile7,Decile8,Decile9,Decile10
1,1,COD,"Congo, Democratic Republic of",XX,N,2010,,X,537.7323,1.262668,35.40178,0.7087191,0.3351948,0.1954399,0.5338684,-1,-1,-1,-1,64.523263,COD_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COD,"Congo, Democratic Republic of",XX,N,2011,,X,537.7323,1.262668,39.4666,0.6576185,0.2949893,0.1662948,0.4598523,-1,-1,-1,-1,66.713597,COD_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COD,"Congo, Democratic Republic of",XX,N,2012,,X,537.7323,1.262668,43.92373,0.60415,0.2568546,0.1401252,0.3926528,-1,-1,-1,-1,68.978682,COD_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,COD,"Congo, Democratic Republic of",XX,N,2013,2012.4,X,537.7323,1.262668,47.81865,0.5612975,0.2278103,0.1212054,0.3432106,0.4209971,34.45421,0.3026011,-1,71.316033,COD_N2012X,0.0209,0.03449,0.04473,0.05511,0.06602,0.07885,0.0961,0.1201,0.1637,0.3199
0,1,COD,"Congo, Democratic Republic of",XX,N,2015,2012.4,X,537.7323,1.262668,52.38278,0.5110443,0.1983129,0.1027776,0.2943053,0.4209971,37.74274,0.3026011,-1,76.196619,COD_N2012X,0.0209,0.03449,0.04473,0.05511,0.06602,0.07885,0.0961,0.1201,0.1637,0.3199
0,1,COG,"Congo, Republic of",XX,N,1981,2005,X,296.5003,1.522707,86.03186,0.4144482,0.1493026,0.07173551,0.2109492,0.4733054,54.91192,0.3799083,-1,1.894676,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1984,2005,X,296.5003,1.522707,110.3114,0.2848999,0.09142446,0.03982722,0.1235198,0.4733054,70.40892,0.3799083,-1,2.068132,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1987,2005,X,296.5003,1.522707,93.53018,0.3732752,0.1278803,0.05954243,0.177956,0.4733054,59.6979,0.3799083,-1,2.249146,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1990,2005,X,296.5003,1.522707,90.90135,0.388408,0.1350097,0.06352848,0.1888323,0.4733054,58.01999,0.3799083,-1,2.440457,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1993,2005,X,296.5003,1.522707,87.14508,0.4082371,0.1459151,0.06975914,0.2056641,0.4733054,55.62246,0.3799083,-1,2.648507,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1996,2005,X,296.5003,1.522707,82.15788,0.4423847,0.1619197,0.07912361,0.230734,0.4733054,52.43926,0.3799083,-1,2.879222,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,1999,2005,X,296.5003,1.522707,75.74482,0.4765746,0.1851016,0.09331911,0.2680111,0.4733054,48.34597,0.3799083,-1,3.136344,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,2002,2005,X,296.5003,1.522707,81.42571,0.4445866,0.1644255,0.08061507,0.2347005,0.4733054,51.97193,0.3799083,-1,3.40718,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,1,COG,"Congo, Republic of",XX,N,2005,2005,X,296.5003,1.522707,83.87244,0.4313334,0.1561958,0.075752,0.2217251,0.4733054,53.53362,0.3799083,-1,3.718243,COG_N2005X,0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
1,1,COG,"Congo, Republic of",XX,N,2008,,X,296.5003,1.522707,95.08071,0.3789197,0.1395568,0.06885663,0.200519,-1,-1,-1,-1,4.115435,COG_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COG,"Congo, Republic of",XX,N,2010,,X,296.5003,1.522707,115.4489,0.2889214,0.1025165,0.04945531,0.1461836,-1,-1,-1,-1,4.386693,COG_N2005X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,COG,"Congo, Republic of",XX,N,2011,2011,X,296.5003,1.522707,117.4145,0.2881451,0.1032871,0.05047853,0.1482917,0.4893867,76.21477,0.4222725,-1,4.51273,COG_N2011X,0.0156,0.02635,0.03572,0.04654,0.05901,0.07269,0.09012,0.1166,0.1581,0.3793
0,1,COG,"Congo, Republic of",XX,N,2012,2011,X,296.5003,1.522707,118.7031,0.2827647,0.1012978,0.04933501,0.1451859,0.4893867,77.0512,0.4222725,-1,4.633363,COG_N2011X,0.0156,0.02635,0.03572,0.04654,0.05901,0.07269,0.09012,0.1166,0.1581,0.3793
0,1,COG,"Congo, Republic of",XX,N,2013,2011,X,296.5003,1.522707,119.7372,0.2795008,0.09973291,0.04843942,0.1427492,0.4893867,77.72241,0.4222725,-1,4.751393,COG_N2011X,0.0156,0.02635,0.03572,0.04654,0.05901,0.07269,0.09012,0.1166,0.1581,0.3793
0,1,COG,"Congo, Republic of",XX,N,2015,2011,X,296.5003,1.522707,124.8222,0.2656721,0.09234771,0.04430797,0.1313705,0.4893867,81.02314,0.4222725,-1,4.995648,COG_N2011X,0.0156,0.02635,0.03572,0.04654,0.05901,0.07269,0.09012,0.1166,0.1581,0.3793
0,1,COL,Colombia,XX,N,1981,1992,Y,1196.955,2.396,277.7083,0.1472328,0.06439527,0.04521289,0.05447518,0.5145367,168.5626,0.7018257,-1,28.375991,COL_N1992Y,0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,COL,Colombia,XX,N,1984,1992,Y,1196.955,2.396,272.2486,0.1477462,0.06603045,0.04599184,0.05685364,0.5145367,165.2486,0.7018257,-1,30.350086,COL_N1992Y,0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,COL,Colombia,XX,N,1987,1992,Y,1196.955,2.396,278.9896,0.1464169,0.06401481,0.04503724,0.05392707,0.5145367,169.3403,0.7018257,-1,32.324325,COL_N1992Y,0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,COL,Colombia,XX,N,1990,1992,Y,1196.955,2.396,290.2951,0.1385629,0.0608193,0.04360011,0.04935651,0.5145367,176.2025,0.7018257,-1,34.271565,COL_N1992Y,0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
1,1,COL,Colombia,XX,N,1993,,Y,1196.955,2.396,290.7768,0.1575897,0.07294193,0.05300906,0.07023131,-1,-1,-1,-1,36.195168,COL_N1992Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,COL,Colombia,XX,N,1996,1996,Y,1196.955,2.396,265.693,0.2217358,0.1122324,0.08149232,0.1347192,0.5693304,149.5264,0.9333928,-1,38.049038,COL_N1996Y,0.004624,0.01968,0.03016,0.03974,0.05029,0.06313,0.07978,0.1048,0.1514,0.4564
0,1,COL,Colombia,XX,N,1999,1999,Y,1196.955,2.396,254.1002,0.2604996,0.1354602,0.09822595,0.1518546,0.5873956,137.7233,1.077814,-1,39.819279,COL_N1999Y,0.003452,0.01693,0.0276,0.03735,0.04817,0.0609,0.07789,0.1038,0.1549,0.469
0,1,COL,Colombia,XX,N,2002,2002,Y,1196.955,2.396,281.9998,0.2029493,0.07885443,0.04385158,0.1174619,0.5578956,155.4606,0.6063863,-1,41.572491,COL_N2002Y,0.01022,0.02109,0.03003,0.03879,0.04922,0.06207,0.07926,0.1048,0.1564,0.4481
0,1,COL,Colombia,XX,N,2005,2005,Y,1196.955,2.396,315.9018,0.1475219,0.05147391,0.02663288,0.07609235,0.5370499,180.001,0.5299969,-1,43.285634,COL_N2005Y,0.01221,0.02334,0.03219,0.0414,0.05134,0.06385,0.08103,0.1067,0.1597,0.4282
0,1,COL,Colombia,XX,N,2008,2008,Y,1196.955,2.396,359.319,0.1477498,0.05998463,0.03565916,0.08605888,0.5553569,201.797,0.6391297,-1,44.901544,COL_N2008Y,0.009199,0.02047,0.02947,0.03889,0.04981,0.06353,0.08154,0.1085,0.16,0.4385
0,1,COL,Colombia,XX,N,2010,2010,Y,1196.955,2.396,388.5917,0.1158922,0.04262214,0.02335599,0.06145812,0.5472669,218.6986,0.5752586,-1,45.918097,COL_N2010Y,0.01088,0.02195,0.0307,0.03982,0.05024,0.06356,0.0815,0.1081,0.1583,0.435
0,1,COL,Colombia,XX,N,2011,2011,Y,1196.955,2.396,403.166,0.09762402,0.03493662,0.01893022,0.05048887,0.5351879,232.9666,0.5420894,-1,46.406646,COL_N2011Y,0.01176,0.02297,0.03203,0.04131,0.05176,0.0652,0.08313,0.1098,0.1584,0.4237
0,1,COL,Colombia,XX,N,2012,2012,Y,1196.955,2.396,408.7687,0.09490895,0.0345197,0.01914626,0.04964565,0.5274639,242.5993,0.5339812,-1,46.881475,COL_N2012Y,0.01169,0.02335,0.0325,0.04216,0.0531,0.06689,0.08495,0.1119,0.1598,0.4137
0,1,COL,Colombia,XX,N,2013,2013,Y,1196.955,2.396,429.7162,0.0864981,0.03210582,0.0180901,0.04643749,0.5282127,255.7149,0.5362542,-1,47.342981,COL_N2013Y,0.01162,0.02342,0.03259,0.04208,0.05329,0.06684,0.08465,0.1109,0.1592,0.4154
0,1,COL,Colombia,XX,N,2015,2015,Y,1196.955,2.396,439.7655,0.06991803,0.02579677,0.01464505,0.0355824,0.5109941,271.9335,0.5017626,-1,48.228697,COL_N2015Y,0.01284,0.02514,0.03444,0.04433,0.05545,0.06922,0.08701,0.1128,0.1585,0.4003
0,1,COM,Comoros,XX,N,1981,2004,X,220.5725,2.431421,271.9024,0.177893,0.05315581,0.0223603,0.07204213,0.5592516,145.5901,0.546712,-1,0.317606,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1984,2004,X,220.5725,2.431421,290.2108,0.1575241,0.04539786,0.01860981,0.06107687,0.5592516,155.3933,0.546712,-1,0.345466,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1987,2004,X,220.5725,2.431421,281.8761,0.1676837,0.04878229,0.02022226,0.06583306,0.5592516,150.9305,0.546712,-1,0.376654,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1990,2004,X,220.5725,2.431421,269.5127,0.1823136,0.05426403,0.02290895,0.07362447,0.5592516,144.3105,0.546712,-1,0.411594,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1993,2004,X,220.5725,2.431421,261.1348,0.1947423,0.05845243,0.02495619,0.0795919,0.5592516,139.8245,0.546712,-1,0.449274,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1996,2004,X,220.5725,2.431421,232.6008,0.2433646,0.0759182,0.03368854,0.1047975,0.5592516,124.546,0.546712,-1,0.488627,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,1999,2004,X,220.5725,2.431421,230.7968,0.2462929,0.07722646,0.03435118,0.1067019,0.5592516,123.5801,0.546712,-1,0.528848,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,COM,Comoros,XX,N,2002,2004,X,220.5725,2.431421,248.7752,0.2112088,0.06535901,0.02837271,0.08949824,0.5592516,133.2066,0.546712,-1,0.569479,COM_N2004X,0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
1,1,COM,Comoros,XX,N,2005,,X,220.5725,2.431421,239.5793,0.2199578,0.07026363,0.03141221,0.09746548,-1,-1,-1,-1,0.611627,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COM,Comoros,XX,N,2008,,X,220.5725,2.431421,214.9642,0.2418922,0.08318535,0.03960977,0.1187522,-1,-1,-1,-1,0.657229,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COM,Comoros,XX,N,2010,,X,220.5725,2.431421,202.454,0.2535218,0.0885361,0.04325213,0.1278881,-1,-1,-1,-1,0.689692,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COM,Comoros,XX,N,2011,,X,220.5725,2.431421,197.0931,0.2571237,0.09015524,0.04447317,0.1307746,-1,-1,-1,-1,0.706569,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COM,Comoros,XX,N,2012,,X,220.5725,2.431421,189.8492,0.2632496,0.09316259,0.04643707,0.1357594,-1,-1,-1,-1,0.723868,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,COM,Comoros,XX,N,2013,,X,220.5725,2.431421,184.809,0.2621484,0.09396789,0.04716766,0.1372885,-1,-1,-1,-1,0.7415,COM_N2004X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,COM,Comoros,XX,N,2015,2013.5,X,220.5725,2.431421,177.5862,0.2733883,0.0987297,0.04995219,0.1448428,0.4533459,121.3399,0.3641958,-1,0.777424,COM_N2013X,0.0161,0.02864,0.03965,0.05116,0.06249,0.07662,0.09823,0.1236,0.1669,0.3366
0,1,CPV,Cabo Verde,XX,N,1981,2001.77,X,47.56514,1.619888,69.87867,0.5929609,0.2677215,0.152749,0.4202689,0.524963,40.39861,0.4786267,-1,0.291602,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1984,2001.77,X,47.56514,1.619888,76.97357,0.5438497,0.2373779,0.1313837,0.3655186,0.524963,44.50035,0.4786267,-1,0.309397,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1987,2001.77,X,47.56514,1.619888,85.454,0.4982908,0.2060816,0.1102781,0.3110591,0.524963,49.4031,0.4786267,-1,0.324893,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1990,2001.77,X,47.56514,1.619888,91.61161,0.4657214,0.1861543,0.09743859,0.2774914,0.524963,52.96297,0.4786267,-1,0.341883,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1993,2001.77,X,47.56514,1.619888,103.7965,0.4051652,0.1529332,0.07687373,0.2231373,0.524963,60.00733,0.4786267,-1,0.369014,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1996,2001.77,X,47.56514,1.619888,145.5793,0.2556476,0.08090057,0.03635175,0.1122898,0.524963,84.16305,0.4786267,-1,0.398773,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,CPV,Cabo Verde,XX,N,1999,2001.77,X,47.56514,1.619888,189.3756,0.1553262,0.0435084,0.01828294,0.05890126,0.524963,109.4828,0.4786267,-1,0.426285,CPV_N2001X,0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
1,1,CPV,Cabo Verde,XX,N,2002,,X,47.56514,1.619888,218.3755,0.1088531,0.02930945,0.01195751,0.03928612,-1,-1,-1,-1,0.452106,CPV_N2001X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,CPV,Cabo Verde,XX,N,2005,,X,47.56514,1.619888,227.882,0.07751522,0.01893644,0.007371973,0.02491035,-1,-1,-1,-1,0.474567,CPV_N2001X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,CPV,Cabo Verde,XX,N,2008,2007.33,X,47.56514,1.619888,252.1515,0.04401091,0.009292512,0.003458407,0.01193537,0.4718739,162.8026,0.3790471,-1,0.491723,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,1,CPV,Cabo Verde,XX,N,2010,2007.33,X,47.56514,1.619888,247.2392,0.04746057,0.01001108,0.003697353,0.01284378,0.4718739,159.631,0.3790471,-1,0.502384,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,1,CPV,Cabo Verde,XX,N,2011,2007.33,X,47.56514,1.619888,254.1766,0.0397895,0.009025506,0.00336652,0.01159513,0.4718739,164.1101,0.3790471,-1,0.508067,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,1,CPV,Cabo Verde,XX,N,2012,2007.33,X,47.56514,1.619888,253.9713,0.04013385,0.00905054,0.003375678,0.01162746,0.4718739,163.9776,0.3790471,-1,0.513979,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,1,CPV,Cabo Verde,XX,N,2013,2007.33,X,47.56514,1.619888,252.9943,0.0438043,0.009176692,0.003419727,0.01178874,0.4718739,163.3468,0.3790471,-1,0.520106,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,1,CPV,Cabo Verde,XX,N,2015,2007.33,X,47.56514,1.619888,250.9248,0.04565978,0.009467971,0.003515883,0.01215657,0.4718739,162.0106,0.3790471,-1,0.532913,CPV_N2007X,0.01955,0.03023,0.03872,0.04873,0.05915,0.07129,0.0871,0.1126,0.1613,0.3714
0,0,CRI,Costa Rica,XX,N,1981,1981,Y,343.7857,3.419973,166.3867,0.4513408,0.2164094,0.1352347,0.386775,0.4749476,116.8132,0.4370442,0.4750657,2.454129,CRI_N1981Y,0.01065,0.02282,0.03514,0.04812,0.06241,0.07899,0.09964,0.1283,0.1766,0.3373
1,0,CRI,Costa Rica,XX,N,1984,,Y,343.7857,3.419973,162.0572,0.3763138,0.1711787,0.1053681,0.3086037,-1,-1,-1,-1,2.659781,CRI_N1981Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,CRI,Costa Rica,XX,N,1987,,Y,343.7857,3.419973,205.8408,0.2656245,0.1187017,0.07555844,0.1805042,-1,-1,-1,-1,2.872211,CRI_N1986Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,CRI,Costa Rica,XX,N,1990,1990,Y,343.7857,3.419973,286.2293,0.2103162,0.09677374,0.06474704,0.1177599,0.4530154,207.168,0.5434679,-1,3.095995,CRI_N1990Y,0.009516,0.02809,0.04164,0.05342,0.06564,0.08056,0.09951,0.1254,0.1662,0.33
0,1,CRI,Costa Rica,XX,N,1993,1993,Y,343.7857,3.419973,323.1741,0.178976,0.0815204,0.0553646,0.09223269,0.4600316,227.7713,0.5643062,-1,3.341004,CRI_N1993Y,0.01005,0.02847,0.04058,0.05166,0.06443,0.07831,0.09711,0.1238,0.1686,0.3371
0,1,CRI,Costa Rica,XX,N,1996,1996,Y,343.7857,3.419973,329.8632,0.1814006,0.08030105,0.05238626,0.1029764,0.4654174,229.7832,0.5551504,-1,3.596732,CRI_N1996Y,0.01048,0.02754,0.03985,0.05109,0.06296,0.07746,0.09634,0.1226,0.1687,0.343
0,1,CRI,Costa Rica,XX,N,1999,1999,Y,343.7857,3.419973,381.1787,0.142506,0.06207583,0.0390264,0.07702456,0.4766533,257.0579,0.5143252,-1,3.848723,CRI_N1999Y,0.01163,0.02771,0.03864,0.04921,0.06064,0.07441,0.09212,0.1192,0.1677,0.3588
0,1,CRI,Costa Rica,XX,N,2002,2002,Y,343.7857,3.419973,524.4565,0.1082368,0.04477404,0.02743602,0.0667662,0.5188399,315.3748,0.5384577,-1,4.063204,CRI_N2002Y,0.01099,0.02441,0.03414,0.04383,0.05457,0.06751,0.08476,0.1119,0.1628,0.4051
0,1,CRI,Costa Rica,XX,N,2005,2005,Y,343.7857,3.419973,498.4477,0.08652692,0.0312175,0.01669832,0.04502411,0.4747229,327.3489,0.418281,-1,4.247841,CRI_N2005Y,0.01448,0.02797,0.03815,0.04863,0.05964,0.07301,0.09142,0.1191,0.1692,0.3584
0,1,CRI,Costa Rica,XX,N,2008,2008,Y,343.7857,3.419973,582.5395,0.06063374,0.02187227,0.01243692,0.02936394,0.4867542,369.6168,0.4430601,-1,4.429508,CRI_N2008Y,0.01505,0.02819,0.03786,0.04674,0.05728,0.07061,0.08847,0.1141,0.1647,0.377
0,1,CRI,Costa Rica,XX,N,2010,2010,Y,343.7857,3.419973,630.8977,0.04474,0.01633382,0.009239017,0.02213354,0.4815581,403.5422,0.4260172,-1,4.54528,CRI_N2010Y,0.01568,0.02882,0.03815,0.04724,0.05753,0.07098,0.08845,0.1151,0.167,0.371
0,1,CRI,Costa Rica,XX,N,2011,2011,Y,343.7857,3.419973,651.6163,0.05058763,0.01752808,0.009646593,0.0240132,0.4871646,416.9533,0.4387611,-1,4.600474,CRI_N2011Y,0.0148,0.0274,0.03658,0.04622,0.05741,0.07108,0.0895,0.1172,0.1693,0.3705
0,1,CRI,Costa Rica,XX,N,2012,2012,Y,343.7857,3.419973,673.8453,0.04807913,0.01681424,0.008994746,0.0235754,0.4862089,429.4305,0.4316761,-1,4.654122,CRI_N2012Y,0.01482,0.02741,0.03689,0.04658,0.0578,0.07118,0.08884,0.1171,0.1692,0.3702
0,1,CRI,Costa Rica,XX,N,2013,2013,Y,343.7857,3.419973,693.7772,0.04638244,0.01637362,0.008696909,0.02450527,0.4927324,427.4222,0.4380533,-1,4.706401,CRI_N2013Y,0.01445,0.02662,0.0364,0.04546,0.05575,0.06919,0.08822,0.1191,0.1712,0.3736
0,1,CRI,Costa Rica,XX,N,2015,2015,Y,343.7857,3.419973,697.262,0.04456543,0.01594284,0.008683381,0.02204078,0.4837647,441.3612,0.42956,-1,4.807852,CRI_N2015Y,0.01477,0.02774,0.03752,0.0469,0.05754,0.07084,0.08893,0.117,0.1707,0.368
0,1,DJI,Djibouti,XX,N,1981,2002,X,101.4806,2.707253,259.6225,0.1008123,0.02707585,0.01105039,0.03627925,0.3999784,194.7543,0.2733941,-1,0.374937,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1984,2002,X,101.4806,2.707253,247.4071,0.1148892,0.03088431,0.01269662,0.04148222,0.3999784,185.591,0.2733941,-1,0.406017,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1987,2002,X,101.4806,2.707253,224.3437,0.1476586,0.04029452,0.01675836,0.0543559,0.3999784,168.2901,0.2733941,-1,0.49033,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1990,2002,X,101.4806,2.707253,193.8965,0.1998547,0.05830048,0.02499318,0.07948947,0.3999784,145.4503,0.2733941,-1,0.590398,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1993,2002,X,101.4806,2.707253,165.4108,0.2694049,0.0840615,0.0375935,0.1164679,0.3999784,124.0819,0.2733941,-1,0.618495,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1996,2002,X,101.4806,2.707253,145.7025,0.3359812,0.1101757,0.05096177,0.1548493,0.3999784,109.2979,0.2733941,-1,0.643682,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,1999,2002,X,101.4806,2.707253,135.9943,0.3744378,0.1264756,0.05964805,0.1792998,0.3999784,102.0153,0.2733941,-1,0.700099,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,1,DJI,Djibouti,XX,N,2002,2002,X,101.4806,2.707253,134.1671,0.3810875,0.1298544,0.06147698,0.1844122,0.3999784,100.6446,0.2733941,-1,0.746221,DJI_N2002X,0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
1,1,DJI,Djibouti,XX,N,2005,,X,101.4806,2.707253,139.6335,0.3671903,0.1326926,0.06804932,0.2028771,-1,-1,-1,-1,0.783254,DJI_N2002X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,DJI,Djibouti,XX,N,2008,,X,101.4806,2.707253,151.4479,0.336191,0.1275833,0.06990988,0.2073116,-1,-1,-1,-1,0.822934,DJI_N2002X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,DJI,Djibouti,XX,N,2010,,X,101.4806,2.707253,157.5618,0.3254617,0.128219,0.07320724,0.2157658,-1,-1,-1,-1,0.851146,DJI_N2002X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,DJI,Djibouti,XX,N,2011,,X,101.4806,2.707253,160.9472,0.3193473,0.1284334,0.07474517,0.2195598,-1,-1,-1,-1,0.865937,DJI_N2002X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,DJI,Djibouti,XX,N,2012,2012,X,101.4806,2.707253,164.8706,0.3137484,0.1282537,0.07601964,0.222498,0.4513425,118.0851,0.3898007,-1,0.881185,DJI_N2012X,0.01261,0.03015,0.04315,0.05447,0.06579,0.07861,0.09527,0.1166,0.1595,0.3439
0,1,DJI,Djibouti,XX,N,2013,2013,X,101.4806,2.707253,147.2567,0.3584488,0.1404396,0.0747802,0.2187952,0.4412707,106.3989,0.3495465,-1,0.896688,DJI_N2013X,0.01712,0.03209,0.04213,0.05473,0.06644,0.07913,0.09415,0.1146,0.1587,0.341
1,1,DJI,Djibouti,XX,N,2015,,X,101.4806,2.707253,152.8754,0.3285348,0.1227071,0.06377889,0.1873238,-1,-1,-1,-1,0.927414,DJI_N2013X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,DOM,Dominican Republic,XX,N,1981,1986,Y,20.74103,2.86902,405.412,0.113848,0.03930343,0.0199278,0.05329959,0.477808,277.6032,0.4171547,0.4355326,5.943591,DOM_N1986Y,0.01376,0.02547,0.03696,0.04878,0.06156,0.0762,0.0943,0.1194,0.1625,0.3611
