"","CountryName","RequestYear","DataType","variable","value"
"857","Macedonia, former Yugoslav Republic of",1990,"X","FPL.floor",0.698824763489748
"858","Macedonia, former Yugoslav Republic of",1993,"X","FPL.floor",0.670995698642815
"859","Macedonia, former Yugoslav Republic of",1996,"X","FPL.floor",0.692720226001146
"860","Macedonia, former Yugoslav Republic of",1999,"X","FPL.floor",0.601191479729164
"861","Macedonia, former Yugoslav Republic of",2002,"X","FPL.floor",0.613610089982278
"862","Macedonia, former Yugoslav Republic of",2005,"X","FPL.floor",0.597079274028944
"863","Macedonia, former Yugoslav Republic of",2008,"X","FPL.floor",0.645233301610603
"864","Macedonia, former Yugoslav Republic of",2010,"Y","FPL.floor",0.277238300757874
"865","Macedonia, former Yugoslav Republic of",2011,"Y","FPL.floor",0.362565594566062
"866","Macedonia, former Yugoslav Republic of",2012,"Y","FPL.floor",0.41623288521369
"867","Macedonia, former Yugoslav Republic of",2013,"Y","FPL.floor",0.465948531339405
"868","Macedonia, former Yugoslav Republic of",2015,"Y","FPL.floor",0.411644068996751
"869","Mali",1981,"X","FPL.floor",0.348385329085321
"870","Mali",1984,"X","FPL.floor",0.325986033271413
"871","Mali",1987,"X","FPL.floor",0.355758679859292
"872","Mali",1990,"X","FPL.floor",0.363039278627503
"873","Mali",1993,"X","FPL.floor",0.370043875094461
"874","Mali",1996,"X","FPL.floor",0.405157850063776
"875","Mali",1999,"X","FPL.floor",0.492909064543474
"876","Mali",2002,"X","FPL.floor",0.562158814070491
"877","Mali",2005,"X","FPL.floor",0.5745597233846
"878","Mali",2008,"X","FPL.floor",0.60639749474475
"879","Mali",2010,"X","FPL.floor",0.64653866668947
"880","Mali",2011,"X","FPL.floor",0.64672625941534
"881","Mali",2012,"X","FPL.floor",0.641715645519175
"882","Mali",2013,"X","FPL.floor",0.640809403216705
"883","Mali",2015,"X","FPL.floor",0.649640979184632
"884","Myanmar",1981,"X","FPL.floor",0.319895866962721
"885","Myanmar",1984,"X","FPL.floor",0.338402057738086
"886","Myanmar",1987,"X","FPL.floor",0.319333296260534
"887","Myanmar",1990,"X","FPL.floor",0.295604203341437
"888","Myanmar",1993,"X","FPL.floor",0.319424452185896
"889","Myanmar",1996,"X","FPL.floor",0.357998844374875
"890","Myanmar",1999,"X","FPL.floor",0.399839455853636
"891","Myanmar",2002,"X","FPL.floor",0.476250741447649
"892","Myanmar",2005,"X","FPL.floor",0.557848112914936
"893","Myanmar",2008,"X","FPL.floor",0.607387881242641
"894","Myanmar",2010,"X","FPL.floor",0.622048042501929
"895","Myanmar",2011,"X","FPL.floor",0.625792421441284
"896","Myanmar",2012,"X","FPL.floor",0.629982556860752
"897","Myanmar",2013,"X","FPL.floor",0.636161234737174
"898","Myanmar",2015,"X","FPL.floor",0.644115075643227
"899","Montenegro",1981,"X","FPL.floor",0.582250541340165
"900","Montenegro",1984,"X","FPL.floor",0.589597966532514
"901","Montenegro",1987,"X","FPL.floor",0.580927050163844
"902","Montenegro",1990,"X","FPL.floor",0.565066115902738
"903","Montenegro",1993,"X","FPL.floor",0.625563904445803
"904","Montenegro",1996,"X","FPL.floor",0.643841112879184
"905","Montenegro",1999,"X","FPL.floor",0.643617785290754
"906","Montenegro",2002,"X","FPL.floor",0.643209539407258
"907","Montenegro",2005,"X","FPL.floor",0.643325202260438
"908","Montenegro",2008,"X","FPL.floor",0.588390122380002
"909","Montenegro",2010,"X","FPL.floor",0.685825379498529
"910","Montenegro",2011,"X","FPL.floor",0.60583472414748
"911","Montenegro",2012,"X","FPL.floor",0.464399365583515
"912","Montenegro",2013,"X","FPL.floor",0.475125705496094
"913","Montenegro",2015,"X","FPL.floor",0.702904364518691
"914","Mongolia",1981,"X","FPL.floor",0.622502933792043
"915","Mongolia",1984,"X","FPL.floor",0.655629289998825
"916","Mongolia",1987,"X","FPL.floor",0.657836177206889
"917","Mongolia",1990,"X","FPL.floor",0.654870666614098
"918","Mongolia",1993,"X","FPL.floor",0.608343677315246
"919","Mongolia",1996,"X","FPL.floor",0.573321620346098
"920","Mongolia",1999,"X","FPL.floor",0.556240603158693
"921","Mongolia",2002,"X","FPL.floor",0.609876221739145
"922","Mongolia",2005,"X","FPL.floor",0.667278554514605
"923","Mongolia",2008,"X","FPL.floor",0.719010110931243
"924","Mongolia",2010,"X","FPL.floor",0.746410588986833
"925","Mongolia",2011,"X","FPL.floor",0.754828582308217
"926","Mongolia",2012,"X","FPL.floor",0.717076321372766
"927","Mongolia",2013,"X","FPL.floor",0.725982693732151
"928","Mongolia",2015,"X","FPL.floor",0.745251621012849
"929","Mozambique",1981,"X","FPL.floor",0.333973397927383
"930","Mozambique",1984,"X","FPL.floor",0.271797195966279
"931","Mozambique",1987,"X","FPL.floor",0.290044932504908
"932","Mozambique",1990,"X","FPL.floor",0.312566311000329
"933","Mozambique",1993,"X","FPL.floor",0.308890137497197
"934","Mozambique",1996,"X","FPL.floor",0.346845548189383
"935","Mozambique",1999,"X","FPL.floor",0.38795195525681
"936","Mozambique",2002,"X","FPL.floor",0.430800750994068
"937","Mozambique",2005,"X","FPL.floor",0.450324677239361
"938","Mozambique",2008,"X","FPL.floor",0.461707523737288
"939","Mozambique",2010,"X","FPL.floor",0.462059089783954
"940","Mozambique",2011,"X","FPL.floor",0.463996245938158
"941","Mozambique",2012,"X","FPL.floor",0.466903919911378
"942","Mozambique",2013,"X","FPL.floor",0.470496408413336
"943","Mozambique",2015,"X","FPL.floor",0.479982450367445
"944","Mauritania",1981,"X","FPL.floor",0.398772081089299
"945","Mauritania",1984,"X","FPL.floor",0.38980882852317
"946","Mauritania",1987,"X","FPL.floor",0.391568124555972
"947","Mauritania",1990,"X","FPL.floor",0.430487179409593
"948","Mauritania",1993,"X","FPL.floor",0.479139483509243
"949","Mauritania",1996,"X","FPL.floor",0.527264675891277
"950","Mauritania",1999,"X","FPL.floor",0.545893942207616
"951","Mauritania",2002,"X","FPL.floor",0.557193917820806
"952","Mauritania",2005,"X","FPL.floor",0.583091617976076
"953","Mauritania",2008,"X","FPL.floor",0.579956500356882
"954","Mauritania",2010,"X","FPL.floor",0.583747985147798
"955","Mauritania",2011,"X","FPL.floor",0.588853363048155
"956","Mauritania",2012,"X","FPL.floor",0.595180676544427
"957","Mauritania",2013,"X","FPL.floor",0.602190572408736
"958","Mauritania",2015,"X","FPL.floor",0.607682214256315
"959","Malawi",1981,"X","FPL.floor",0.604999424524612
"960","Malawi",1984,"X","FPL.floor",0.60410336545719
"961","Malawi",1987,"X","FPL.floor",0.608837627902056
"962","Malawi",1990,"X","FPL.floor",0.610157861661756
"963","Malawi",1993,"X","FPL.floor",0.607965761311697
"964","Malawi",1996,"X","FPL.floor",0.60423856352312
"965","Malawi",1999,"X","FPL.floor",0.622921308184215
"966","Malawi",2002,"X","FPL.floor",0.654553084632544
"967","Malawi",2005,"X","FPL.floor",0.662623604635825
"968","Malawi",2008,"X","FPL.floor",0.623739221648756
"969","Malawi",2010,"X","FPL.floor",0.611299583111919
"970","Malawi",2011,"X","FPL.floor",0.617816378331359
"971","Malawi",2012,"X","FPL.floor",0.620256156425465
"972","Malawi",2013,"X","FPL.floor",0.631534285193764
"973","Malawi",2015,"X","FPL.floor",0.646914864660929
"974","Malaysia",1981,"Y","FPL.floor",0.611735537095591
"975","Malaysia",1984,"Y","FPL.floor",0.62010866564259
"976","Malaysia",1987,"Y","FPL.floor",0.666818360829562
"977","Malaysia",1990,"Y","FPL.floor",0.691187585490897
"978","Malaysia",1993,"Y","FPL.floor",0.697969694840507
"979","Malaysia",1996,"Y","FPL.floor",0.724071805170886
"980","Malaysia",1999,"Y","FPL.floor",0.685997254488714
"981","Malaysia",2002,"Y","FPL.floor",0.672866355311329
"982","Malaysia",2005,"Y","FPL.floor",0.63507981015078
"983","Malaysia",2008,"Y","FPL.floor",0.666754519964001
"984","Malaysia",2010,"Y","FPL.floor",0.690718388040554
"985","Malaysia",2011,"Y","FPL.floor",0.717204731468169
"986","Malaysia",2012,"Y","FPL.floor",0.720133182948714
"987","Malaysia",2013,"Y","FPL.floor",0.717292268269653
"988","Malaysia",2015,"Y","FPL.floor",0.74095577135742
"989","Namibia",1981,"Y","FPL.floor",0.526177610775303
"990","Namibia",1984,"Y","FPL.floor",0.500222323310181
"991","Namibia",1987,"Y","FPL.floor",0.492890348936583
"992","Namibia",1990,"Y","FPL.floor",0.472934190696394
"993","Namibia",1993,"Y","FPL.floor",0.481324871513571
"994","Namibia",1996,"Y","FPL.floor",0.480594723557277
"995","Namibia",1999,"X","FPL.floor",0.567623958715193
"996","Namibia",2002,"X","FPL.floor",0.571077315964614
"997","Namibia",2005,"X","FPL.floor",0.589152358087289
"998","Namibia",2008,"X","FPL.floor",0.617223470541204
"999","Namibia",2010,"X","FPL.floor",0.623342973789409
"1000","Namibia",2011,"X","FPL.floor",0.608322834809363
"1001","Namibia",2012,"X","FPL.floor",0.599109489562281
"1002","Namibia",2013,"X","FPL.floor",0.594743543155543
"1003","Namibia",2015,"X","FPL.floor",0.595149700312707
"1004","Niger",1981,"X","FPL.floor",0.603865281784554
"1005","Niger",1984,"X","FPL.floor",0.568541901261941
"1006","Niger",1987,"X","FPL.floor",0.576552617716251
"1007","Niger",1990,"X","FPL.floor",0.57240193984394
"1008","Niger",1993,"X","FPL.floor",0.538219089548199
"1009","Niger",1996,"X","FPL.floor",0.470792366874434
"1010","Niger",1999,"X","FPL.floor",0.484327239153068
"1011","Niger",2002,"X","FPL.floor",0.493713415245309
"1012","Niger",2005,"X","FPL.floor",0.508504627926639
"1013","Niger",2008,"X","FPL.floor",0.625106301386768
"1014","Niger",2010,"X","FPL.floor",0.654590615669091
"1015","Niger",2011,"X","FPL.floor",0.699639663184917
"1016","Niger",2012,"X","FPL.floor",0.683146267061759
"1017","Niger",2013,"X","FPL.floor",0.66740775093037
"1018","Niger",2015,"X","FPL.floor",0.657990438612973
"1019","Nigeria",1981,"X","FPL.floor",0.695803870285151
"1020","Nigeria",1984,"X","FPL.floor",0.608719589786957
"1021","Nigeria",1987,"X","FPL.floor",0.531490088174904
"1022","Nigeria",1990,"X","FPL.floor",0.464616284415575
"1023","Nigeria",1993,"X","FPL.floor",0.436044514356618
"1024","Nigeria",1996,"X","FPL.floor",0.449826221381167
"1025","Nigeria",1999,"X","FPL.floor",0.469892136678327
"1026","Nigeria",2002,"X","FPL.floor",0.514706105399668
"1027","Nigeria",2005,"X","FPL.floor",0.543152744855667
"1028","Nigeria",2008,"X","FPL.floor",0.548978258352562
"1029","Nigeria",2010,"X","FPL.floor",0.554841592342549
"1030","Nigeria",2011,"X","FPL.floor",0.557821290253428
"1031","Nigeria",2012,"X","FPL.floor",0.559516365971525
"1032","Nigeria",2013,"X","FPL.floor",0.563663273325698
"1033","Nigeria",2015,"X","FPL.floor",0.56704345015144
"1034","Nicaragua",1981,"X","FPL.floor",0.555062668104284
"1035","Nicaragua",1984,"X","FPL.floor",0.512743181606628
"1036","Nicaragua",1987,"X","FPL.floor",0.47033110042368
"1037","Nicaragua",1990,"X","FPL.floor",0.4818484089799
"1038","Nicaragua",1993,"X","FPL.floor",0.523472045862013
"1039","Nicaragua",1996,"X","FPL.floor",0.549809841525009
"1040","Nicaragua",1999,"X","FPL.floor",0.57017562944867
"1041","Nicaragua",2002,"X","FPL.floor",0.58472278948251
"1042","Nicaragua",2005,"X","FPL.floor",0.620728533406665
"1043","Nicaragua",2008,"Y","FPL.floor",0.581507597474197
"1044","Nicaragua",2010,"Y","FPL.floor",0.586870471633128
"1045","Nicaragua",2011,"Y","FPL.floor",0.590418569037214
"1046","Nicaragua",2012,"Y","FPL.floor",0.599191772965094
"1047","Nicaragua",2013,"Y","FPL.floor",0.61325055054582
"1048","Nicaragua",2015,"Y","FPL.floor",0.633444312286728
"1049","Nepal",1981,"Y","FPL.floor",0.725134758094205
"1050","Nepal",1984,"Y","FPL.floor",0.736114854238783
"1051","Nepal",1987,"Y","FPL.floor",0.756945176065666
"1052","Nepal",1990,"X","FPL.floor",0.655945391625494
"1053","Nepal",1993,"X","FPL.floor",0.66771817226363
"1054","Nepal",1996,"X","FPL.floor",0.684963691587563
"1055","Nepal",1999,"X","FPL.floor",0.694508971239242
"1056","Nepal",2002,"X","FPL.floor",0.711303001118448
"1057","Nepal",2005,"X","FPL.floor",0.732943390895332
"1058","Nepal",2008,"X","FPL.floor",0.746771324500941
"1059","Nepal",2010,"X","FPL.floor",0.752393239318087
"1060","Nepal",2011,"X","FPL.floor",0.749577234168927
"1061","Nepal",2012,"X","FPL.floor",0.792839306859478
"1062","Nepal",2013,"X","FPL.floor",0.798088829960025
"1063","Nepal",2015,"X","FPL.floor",0.816462334546137
"1064","Peru",1981,"X","FPL.floor",0.569883547208883
"1065","Peru",1984,"X","FPL.floor",0.561999806162317
"1066","Peru",1987,"X","FPL.floor",0.560949366521111
"1067","Peru",1990,"X","FPL.floor",0.507360749565618
"1068","Peru",1993,"X","FPL.floor",0.498694424502635
"1069","Peru",1996,"Y","FPL.floor",0.409511237784446
"1070","Peru",1999,"Y","FPL.floor",0.404226893040891
"1071","Peru",2002,"Y","FPL.floor",0.441403129110932
"1072","Peru",2005,"Y","FPL.floor",0.457035435988794
"1073","Peru",2008,"Y","FPL.floor",0.488236248627086
"1074","Peru",2010,"Y","FPL.floor",0.529460369489974
"1075","Peru",2011,"Y","FPL.floor",0.528990526289921
"1076","Peru",2012,"Y","FPL.floor",0.521401810698917
"1077","Peru",2013,"Y","FPL.floor",0.532678636838173
"1078","Peru",2015,"Y","FPL.floor",0.543700378385608
"1079","Philippines",1981,"X","FPL.floor",0.643278008062171
"1080","Philippines",1984,"X","FPL.floor",0.631021311013709
"1081","Philippines",1987,"X","FPL.floor",0.61614620828639
"1082","Philippines",1990,"X","FPL.floor",0.628943931438286
"1083","Philippines",1993,"X","FPL.floor",0.630637160445733
"1084","Philippines",1996,"X","FPL.floor",0.635641878464285
"1085","Philippines",1999,"X","FPL.floor",0.65398677826619
"1086","Philippines",2002,"X","FPL.floor",0.662462319797391
"1087","Philippines",2005,"X","FPL.floor",0.662522543735194
"1088","Philippines",2008,"X","FPL.floor",0.676189358249077
"1089","Philippines",2010,"X","FPL.floor",0.670921412641469
"1090","Philippines",2011,"X","FPL.floor",0.669557246913218
"1091","Philippines",2012,"X","FPL.floor",0.672346877989783
"1092","Philippines",2013,"X","FPL.floor",0.679066040755156
"1093","Philippines",2015,"X","FPL.floor",0.695384315677634
"1094","Papua New Guinea",1981,"X","FPL.floor",0.330898765180698
"1095","Papua New Guinea",1984,"X","FPL.floor",0.328874075820798
"1096","Papua New Guinea",1987,"X","FPL.floor",0.330316805816879
"1097","Papua New Guinea",1990,"X","FPL.floor",0.325856720766731
"1098","Papua New Guinea",1993,"X","FPL.floor",0.33243370802643
"1099","Papua New Guinea",1996,"X","FPL.floor",0.331931644501355
"1100","Papua New Guinea",1999,"X","FPL.floor",0.350353120958879
"1101","Papua New Guinea",2002,"X","FPL.floor",0.372555958638012
"1102","Papua New Guinea",2005,"X","FPL.floor",0.406784325402196
"1103","Papua New Guinea",2008,"X","FPL.floor",0.459478482591776
"1104","Papua New Guinea",2010,"X","FPL.floor",0.516639045382628
"1105","Papua New Guinea",2011,"X","FPL.floor",0.514992512540564
"1106","Papua New Guinea",2012,"X","FPL.floor",0.518321610098481
"1107","Papua New Guinea",2013,"X","FPL.floor",0.520619214039394
"1108","Papua New Guinea",2015,"X","FPL.floor",0.546077567985326
"1109","Paraguay",1981,"Y","FPL.floor",0.558148407600095
"1110","Paraguay",1984,"Y","FPL.floor",0.558355018103685
"1111","Paraguay",1987,"Y","FPL.floor",0.559488130850666
"1112","Paraguay",1990,"Y","FPL.floor",0.561539513589925
"1113","Paraguay",1993,"Y","FPL.floor",0.412103593592561
"1114","Paraguay",1996,"Y","FPL.floor",0.401780070710085
"1115","Paraguay",1999,"Y","FPL.floor",0.423998701858603
"1116","Paraguay",2002,"Y","FPL.floor",0.44870955967207
"1117","Paraguay",2005,"Y","FPL.floor",0.493944546041675
"1118","Paraguay",2008,"Y","FPL.floor",0.53540847093347
"1119","Paraguay",2010,"Y","FPL.floor",0.507936737819328
"1120","Paraguay",2011,"Y","FPL.floor",0.51068100979876
"1121","Paraguay",2012,"Y","FPL.floor",0.554657745138411
"1122","Paraguay",2013,"Y","FPL.floor",0.524469801326945
"1123","Paraguay",2015,"Y","FPL.floor",0.611078637748283
"1124","West Bank and Gaza",1981,"X","FPL.floor",0.597451935966287
"1125","West Bank and Gaza",1984,"X","FPL.floor",0.597387208772465
"1126","West Bank and Gaza",1987,"X","FPL.floor",0.600960680246552
"1127","West Bank and Gaza",1990,"X","FPL.floor",0.60617358194369
"1128","West Bank and Gaza",1993,"X","FPL.floor",0.611355376230091
"1129","West Bank and Gaza",1996,"X","FPL.floor",0.612245760830731
"1130","West Bank and Gaza",1999,"X","FPL.floor",0.641065340500434
"1131","West Bank and Gaza",2002,"X","FPL.floor",0.624568275640062
"1132","West Bank and Gaza",2005,"X","FPL.floor",0.698120019307196
"1133","West Bank and Gaza",2008,"X","FPL.floor",0.618888979983837
"1134","West Bank and Gaza",2010,"X","FPL.floor",0.751389267279355
"1135","West Bank and Gaza",2011,"X","FPL.floor",0.647390782077781
"1136","West Bank and Gaza",2012,"X","FPL.floor",0.630521240808162
"1137","West Bank and Gaza",2013,"X","FPL.floor",0.652885650719427
"1138","West Bank and Gaza",2015,"X","FPL.floor",0.670609823275067
"1139","Romania",1981,"Y","FPL.floor",0.00660339295536838
"1140","Romania",1984,"Y","FPL.floor",0.00700373789491449
"1141","Romania",1987,"Y","FPL.floor",0.00704895996120236
"1142","Romania",1990,"Y","FPL.floor",0.00694746948845093
"1143","Romania",1993,"Y","FPL.floor",0.00454121057775103
"1144","Romania",1996,"Y","FPL.floor",0.255767515117852
"1145","Romania",1999,"X","FPL.floor",0.70537531643811
"1146","Romania",2002,"X","FPL.floor",0.80350136274857
"1147","Romania",2005,"X","FPL.floor",NA
"1148","Romania",2008,"X","FPL.floor",NA
"1149","Romania",2010,"X","FPL.floor",NA
"1150","Romania",2011,"X","FPL.floor",NA
"1151","Romania",2012,"X","FPL.floor",NA
"1152","Romania",2013,"X","FPL.floor",NA
"1153","Romania",2015,"Y","FPL.floor",0.543822114543888
"1154","Russian Federation",1981,"X","FPL.floor",0.571385715182309
"1155","Russian Federation",1984,"X","FPL.floor",0.573329475369617
"1156","Russian Federation",1987,"X","FPL.floor",0.577400555100038
"1157","Russian Federation",1990,"X","FPL.floor",0.524591791333968
"1158","Russian Federation",1993,"X","FPL.floor",0.51261975977152
"1159","Russian Federation",1996,"X","FPL.floor",0.487199244021226
"1160","Russian Federation",1999,"X","FPL.floor",0.519105905143262
"1161","Russian Federation",2002,"X","FPL.floor",0.59221592881832
"1162","Russian Federation",2005,"X","FPL.floor",0.592344285224657
"1163","Russian Federation",2008,"X","FPL.floor",0.669054095971757
"1164","Russian Federation",2010,"X","FPL.floor",0.654924865149981
"1165","Russian Federation",2011,"X","FPL.floor",0.677109152988629
"1166","Russian Federation",2012,"X","FPL.floor",0.672299902840881
"1167","Russian Federation",2013,"X","FPL.floor",0.682100962501713
"1168","Russian Federation",2015,"X","FPL.floor",0.68141248031932
"1169","Rwanda",1981,"X","FPL.floor",0.792039844284963
"1170","Rwanda",1984,"X","FPL.floor",0.803902857385383
"1171","Rwanda",1987,"X","FPL.floor",0.603662135336605
"1172","Rwanda",1990,"X","FPL.floor",0.582309932115411
"1173","Rwanda",1993,"X","FPL.floor",0.574742336284314
"1174","Rwanda",1996,"X","FPL.floor",0.563606434707942
"1175","Rwanda",1999,"X","FPL.floor",0.558949818397862
"1176","Rwanda",2002,"X","FPL.floor",0.558969396729539
"1177","Rwanda",2005,"X","FPL.floor",0.555324640559679
"1178","Rwanda",2008,"X","FPL.floor",0.585416772994539
"1179","Rwanda",2010,"X","FPL.floor",0.6244315533611
"1180","Rwanda",2011,"X","FPL.floor",0.650240411353975
"1181","Rwanda",2012,"X","FPL.floor",0.655099016995071
"1182","Rwanda",2013,"X","FPL.floor",0.658359221631822
"1183","Rwanda",2015,"X","FPL.floor",0.663621592816068
"1184","Sudan",1981,"X","FPL.floor",0.532294070003685
"1185","Sudan",1984,"X","FPL.floor",0.521801417960076
"1186","Sudan",1987,"X","FPL.floor",0.526681170595334
"1187","Sudan",1990,"X","FPL.floor",0.5191893714741
"1188","Sudan",1993,"X","FPL.floor",0.533938353412618
"1189","Sudan",1996,"X","FPL.floor",0.540144958210609
"1190","Sudan",1999,"X","FPL.floor",0.55248548862136
"1191","Sudan",2002,"X","FPL.floor",0.565465949413086
"1192","Sudan",2005,"X","FPL.floor",0.575628727006227
"1193","Sudan",2008,"X","FPL.floor",0.590226724902039
"1194","Sudan",2010,"X","FPL.floor",0.59114274779691
"1195","Sudan",2011,"X","FPL.floor",0.596825422919616
"1196","Sudan",2012,"X","FPL.floor",0.606348299091932
"1197","Sudan",2013,"X","FPL.floor",0.607807761192207
"1198","Sudan",2015,"X","FPL.floor",0.610722773891661
"1199","Senegal",1981,"X","FPL.floor",0.408988004327351
"1200","Senegal",1984,"X","FPL.floor",0.404089491987548
"1201","Senegal",1987,"X","FPL.floor",0.408725604578517
"1202","Senegal",1990,"X","FPL.floor",0.398789404481435
"1203","Senegal",1993,"X","FPL.floor",0.45679135153174
"1204","Senegal",1996,"X","FPL.floor",0.579582458424777
"1205","Senegal",1999,"X","FPL.floor",0.606395299714825
"1206","Senegal",2002,"X","FPL.floor",0.60388849039947
"1207","Senegal",2005,"X","FPL.floor",0.578294258586424
"1208","Senegal",2008,"X","FPL.floor",0.561647582977056
"1209","Senegal",2010,"X","FPL.floor",0.555766409831103
"1210","Senegal",2011,"X","FPL.floor",0.553184323037929
"1211","Senegal",2012,"X","FPL.floor",0.552039331540869
"1212","Senegal",2013,"X","FPL.floor",0.552089137938125
"1213","Senegal",2015,"X","FPL.floor",0.552870352188233
"1214","Solomon Islands",1990,"X","FPL.floor",0.545468169501604
"1215","Solomon Islands",1993,"X","FPL.floor",0.551344688588622
"1216","Solomon Islands",1996,"X","FPL.floor",0.554357641727561
"1217","Solomon Islands",1999,"X","FPL.floor",0.551616869515992
"1218","Solomon Islands",2002,"X","FPL.floor",0.528135828063196
"1219","Solomon Islands",2005,"X","FPL.floor",0.537327039542791
"1220","Solomon Islands",2008,"X","FPL.floor",0.561621637948853
"1221","Solomon Islands",2010,"X","FPL.floor",0.579667932346236
"1222","Solomon Islands",2011,"X","FPL.floor",0.60037023250846
"1223","Solomon Islands",2012,"X","FPL.floor",0.621862332158833
"1224","Solomon Islands",2013,"X","FPL.floor",0.651416324250792
"1225","Solomon Islands",2015,"X","FPL.floor",0.652276050521375
"1226","Sierra Leone",1981,"X","FPL.floor",0.158958938229252
"1227","Sierra Leone",1984,"X","FPL.floor",0.159116106932455
"1228","Sierra Leone",1987,"X","FPL.floor",0.160598751192142
"1229","Sierra Leone",1990,"X","FPL.floor",0.163412907522305
"1230","Sierra Leone",1993,"X","FPL.floor",0.186348166758326
"1231","Sierra Leone",1996,"X","FPL.floor",0.228087400743776
"1232","Sierra Leone",1999,"X","FPL.floor",0.310732355324934
"1233","Sierra Leone",2002,"X","FPL.floor",0.45022917580725
"1234","Sierra Leone",2005,"X","FPL.floor",0.620776363722783
"1235","Sierra Leone",2008,"X","FPL.floor",0.631864048432262
"1236","Sierra Leone",2010,"X","FPL.floor",0.640524189177696
"1237","Sierra Leone",2011,"X","FPL.floor",0.645693715196948
"1238","Sierra Leone",2012,"X","FPL.floor",0.649039783545838
"1239","Sierra Leone",2013,"X","FPL.floor",0.654435927090173
"1240","Sierra Leone",2015,"X","FPL.floor",0.647269340925364
"1241","El Salvador",1981,"Y","FPL.floor",0.168518416240166
"1242","El Salvador",1984,"Y","FPL.floor",0.197708620994866
"1243","El Salvador",1987,"Y","FPL.floor",0.203348075607901
"1244","El Salvador",1990,"Y","FPL.floor",0.238399933459285
"1245","El Salvador",1993,"Y","FPL.floor",0.35535593799988
"1246","El Salvador",1996,"Y","FPL.floor",0.410570121141662
"1247","El Salvador",1999,"Y","FPL.floor",0.29265701242869
"1248","El Salvador",2002,"Y","FPL.floor",0.379500701545771
"1249","El Salvador",2005,"Y","FPL.floor",0.434242454700485
"1250","El Salvador",2008,"Y","FPL.floor",0.558544337482938
"1251","El Salvador",2010,"Y","FPL.floor",0.57558561662514
"1252","El Salvador",2011,"Y","FPL.floor",0.601200793649553
"1253","El Salvador",2012,"Y","FPL.floor",0.593505086088799
"1254","El Salvador",2013,"Y","FPL.floor",0.604654481126781
"1255","El Salvador",2015,"Y","FPL.floor",0.644211114448702
"1256","Serbia",1981,"X","FPL.floor",0.728809278205312
"1257","Serbia",1984,"X","FPL.floor",0.728572629079192
"1258","Serbia",1987,"X","FPL.floor",0.730087191422021
"1259","Serbia",1990,"X","FPL.floor",0.715785652139524
"1260","Serbia",1993,"X","FPL.floor",0.645102593250795
"1261","Serbia",1996,"X","FPL.floor",0.648240569350571
"1262","Serbia",1999,"X","FPL.floor",0.649412593355357
"1263","Serbia",2002,"X","FPL.floor",0.662896632469426
"1264","Serbia",2005,"X","FPL.floor",0.581677209555452
"1265","Serbia",2008,"X","FPL.floor",0.631589388899646
"1266","Serbia",2010,"X","FPL.floor",0.651491688780384
"1267","Serbia",2011,"X","FPL.floor",0.654973199615726
"1268","Serbia",2012,"Y","FPL.floor",0.351779402843398
"1269","Serbia",2013,"X","FPL.floor",0.658851940970623
"1270","Serbia",2015,"X","FPL.floor",0.654915224326021
"1271","South Sudan",2008,"X","FPL.floor",0.427547531617453
"1272","South Sudan",2010,"X","FPL.floor",0.428671686764391
"1273","South Sudan",2011,"X","FPL.floor",0.423668422381412
"1274","South Sudan",2012,"X","FPL.floor",0.35984336769203
"1275","South Sudan",2013,"X","FPL.floor",0.369642102742027
"1276","South Sudan",2015,"X","FPL.floor",0.359531017197979
"1277","Sao Tome and Principe",2010,"X","FPL.floor",0.68208593498441
"1278","Sao Tome and Principe",2011,"X","FPL.floor",0.682704437044034
"1279","Sao Tome and Principe",2012,"X","FPL.floor",0.683883630881434
"1280","Sao Tome and Principe",2013,"X","FPL.floor",0.686935860573813
"1281","Sao Tome and Principe",2015,"X","FPL.floor",0.695781499911143
"1282","Eswatini",1981,"X","FPL.floor",0.223732690536383
"1283","Eswatini",1984,"X","FPL.floor",0.22289905496321
"1284","Eswatini",1987,"X","FPL.floor",0.243640515650048
"1285","Eswatini",1990,"X","FPL.floor",0.275020956830389
"1286","Eswatini",1993,"X","FPL.floor",0.276157329697659
"1287","Eswatini",1996,"X","FPL.floor",0.352967195955662
"1288","Eswatini",1999,"X","FPL.floor",0.462662353016726
"1289","Eswatini",2002,"X","FPL.floor",0.522499921390683
"1290","Eswatini",2005,"X","FPL.floor",0.506903617739594
"1291","Eswatini",2008,"X","FPL.floor",0.4896283085455
"1292","Eswatini",2010,"X","FPL.floor",0.483589873996802
"1293","Eswatini",2011,"X","FPL.floor",0.484156901259262
"1294","Eswatini",2012,"X","FPL.floor",0.488284776295468
"1295","Eswatini",2013,"X","FPL.floor",0.494260853105496
"1296","Eswatini",2015,"X","FPL.floor",0.492481308632232
"1297","Syrian Arab Republic",1981,"X","FPL.floor",0.688321246085893
"1298","Syrian Arab Republic",1984,"X","FPL.floor",0.666697832946248
"1299","Syrian Arab Republic",1987,"X","FPL.floor",0.653802498093888
"1300","Syrian Arab Republic",1990,"X","FPL.floor",0.656453434605427
"1301","Syrian Arab Republic",1993,"X","FPL.floor",0.68806565108068
"1302","Syrian Arab Republic",1996,"X","FPL.floor",0.704737597780429
"1303","Syrian Arab Republic",1999,"X","FPL.floor",0.697640659527452
"1304","Syrian Arab Republic",2002,"X","FPL.floor",0.710949225485292
